股票代码,股票简称,行业编码,一级门类,二级门类,上市交易所,公司全程,上市日期,省份,城市,法人,地址,网址,邮箱,电话,主营业务,经营范围
cn_000560,我爱我家,K70,房地产业,房地产业,深圳,我爱我家控股集团股份有限公司,1994/2/2 0:00,云南,昆明市,谢勇,云南省昆明市东风西路1号,000560.5i5j.com,000560@5i5j.com,0871-65626688,商业、房地产业和旅游服务业。,互联网技术研发和维护；信息技术开发、技术转让、技术咨询、技术服务；电子商务平台营运开发建设管理；数据处理；物流信息服务；物联网技术服务；房地产经纪业务；住房租赁经营；物业服务；建筑装修装饰工程的设计及施工；酒店管理；商场经营管理；商务信息咨询；进出口贸易；设计、制作、代理、发布各类广告（公司经营范围最终以昆明市市场监督管理局核准为准）。
cn_000421,南京公用,D45,电力、热力、燃气及水生产和供应业,燃气生产和供应业,深圳,南京公用发展股份有限公司,1996/8/6 0:00,江苏,南京市,李祥,江苏省南京市建邺区白龙江东街8号新城科技园科技创新综合体A4号楼18层,www.nj-public.com,securities@nj-public.com,025-86383611,客运业务、燃气业务及房地产业务。,许可经营项目：出租汽车服务；公共交通客运；机动车辆保险、意外伤害保险兼业代理；（汽车维修；机动车驾驶员培训；卷烟、雪茄、烟丝零售；预包装食品零售）。括号内项目仅限取得许可证的分支机构经营。一般经营项目：汽车修理培训；客车租赁服务；二手车经纪服务；机油、轮胎零售；物业管理；经济信息咨询服务；商务代理服务；汽车票务代理；汽车配件、日用百货、日用杂品、文教用品、电子产品及配件、工艺美术品、金属材料、五金交电、建筑材料、化工产品、服装销售；鞋帽的生产、销售；室内装璜；提供劳务；(上海大众品牌汽车销售及配套服务；自有房产租赁；停车场服务；停车场管理服务；设计、制作、代理报刊、印刷品、三维动画广告；代理发布车身、户外、馈赠品广告；食品添加剂销售；货运代理服务)。括号内经营范围仅限分支机构使用。
cn_600874,创业环保,D46,电力、热力、燃气及水生产和供应业,水的生产和供应业,上海,天津创业环保集团股份有限公司,1995/6/30 0:00,天津,天津市,刘玉军,天津市南开区卫津南路76号创业环保大厦12层,www.tjcep.com,tjcep@tjcep.com,022-23930000,水务业务及新能源供冷供热业务,污水与自来水以及其他水处理设施的投资、建设、设计、管理、经营、技术咨询、配套服务；市政基础设施的设计、建设、管理、施工和经营管理；天津市中环线东南半环城市道路特许经营、技术咨询及配套服务；环保科技及环保产品设备的开发经营；自有房屋出租等。
cn_600098,广州发展,D44,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,上海,广州发展集团股份有限公司,1997/7/18 0:00,广东,广州市,伍竹林,广东省广州市天河区临江大道3号发展中心30-32楼,www.gdg.com.cn,600098@gdg.com.cn,020-37850968,从事电力产业项目的设计、投资、工程总承包建设、生产、管理、销售。,从事能源（电力、煤炭、油品、天然气、新能源及可再生能源等综合能源业务）、节能、环保等业务的投资、管理，与上述业务有关的物资、设备、产品的销售（国家有专项专营规定的除外）。物流业、城市公用事业、工业、商业的投资和管理。批发和零售贸易（国家专营专控项目除外）。与主业相关的金融服务业。融资租赁业。
cn_000601,韶能股份,D44,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,深圳,广东韶能集团股份有限公司,1996/8/30 0:00,广东,韶关市,陈来泉,广东省韶关市武江区沿江路16号,www.shaoneng.com.cn、www.sn0601.com,shaonenggf@163.com,0751-8153162,能源（电力）、生态植物纤维制品、精密（智能）制造。,能源开发；货物和技术进出口；销售：机电产品、仪表仪器、建筑材料、装饰材料、金属材料、矿产品、五金家电、针纺织品、重油（代购）；咨询服务：企业管理咨询、财务咨询；以下项目由下属分支机构经营：电力生产、销售；制造、销售：纸浆、纸浆板、纸及纸制品；（以上经营项目法律、法规禁止的项目除外，法律、法规限制的项目取得许可后方可经营）。
cn_600769,祥龙电业,D46,电力、热力、燃气及水生产和供应业,水的生产和供应业,上海,武汉祥龙电业股份有限公司,1996/11/1 0:00,湖北,武汉市,董耀军,湖北省武汉市洪山区葛化街化工路31号,www.whghjt.com,pxldy@public.wh.hb.cn,027-87602482,供水和建筑安装,发电、供电、供热；发电设备及配件、仪器仪表销售、安装、维修。本公司电厂废次资源的综合利用、供发电技术开发、成果转让、咨询、人才培训、技术服务；汽车运输；化工原料；建筑材料、机械电器产品销售、组织化工产品的生产；供水及污水处理（主兼营中国家有专项规定的项目经审批后方可经营）。
cn_601139,深圳燃气,D45,电力、热力、燃气及水生产和供应业,燃气生产和供应业,上海,深圳市燃气集团股份有限公司,2009/12/25 0:00,广东,深圳市,李真,广东省深圳市福田区梅坳一路268号,www.szgas.com.cn,xgq@szgas.com.cn,0755-88660777,深圳市管道燃气供应、液化石油气批发、瓶装液化石油气零售、燃气投资业务。,管道燃气业务的经营，包括以管道输送形式向用户供应液化石油气(LPG)、液化天然气(LNG)、天然气、掺混气、人工煤气及其它气体燃料，并提供相关服务；燃气输配管网的投资、建设和经营；深圳市城市天然气利用工程的开发、建设和经营；液化石油气，天然气，燃气，燃气用具，钢瓶检测；经营性道路危险货物（液化石油气、液化天然气）运输；车船加气；燃气分布式能源及气电一体化、清洁能源综合配套产业；燃气设计咨询；燃气设备研发、制造和销售；承担燃气管道安装工程；电脑软硬件开发、销售、实施和相关售后服务，信息系统集成，技术服务，技术转让，技术咨询和企业管理咨询，计算机软件及设备的销售和代理；自有物业租赁；燃气综合“保险兼业代理（代理险种：责任保险、人身意外险、家庭财产保险）”。以上经营范围以在工商行政管理局最近一次核准登记后的章程为准。
cn_000875,吉电股份,D44,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,深圳,吉林电力股份有限公司,2002/9/26 0:00,吉林,长春市,牛国君,吉林省长春市人民大街9699号,www.spicjl.com,jdgf@spic.com.cn,0431-81150932,发电、供热、清洁能源投资开发、电站检修、科技项目研发、配售电等业务。,火电、水电、新能源（包括风电、太阳能、分布式能源、气电、生物质、核能）的开发、投资、建设、生产、经营、销售、技术服务、项目建设委托管理；供热、工业供气、供水（冷、热水）、制冷服务（由分支机构凭许可证经营）；煤炭的采购与销售；电站检修及运维服务；配电网、供热管网、供水管网的投资、建设、检修和运营管理业务；汽车充电桩设施的建设和经营管理服务；粉煤灰、石膏综合利用开发、销售；燃烧煤烟污染治理服务；自有房屋租赁；电力项目科技咨询；计算机信息系统集成；电力设施承试四级（申请人在取得相关许可审批部门许可文件、证件后方可开展经营活动）；电站发电设备及附件的生产、开发和销售（由分支机构凭许可证经营）；电力设备加工、安装、检修；冷却设备安装、维护；工程管理及设备试验服务；火电厂环保科技领域内的技术开发、技术咨询和技术服务；环境工程设计、环境污染治理运营；环保成套设备的研发、销售；信息安全技术服务、咨询与评估；危险废物处置；进出口贸易。
cn_600956,新天绿能,D45,电力、热力、燃气及水生产和供应业,燃气生产和供应业,上海,新天绿色能源股份有限公司,2020/6/29 0:00,河北,石家庄市,曹欣,河北省石家庄市裕华西路9号,www.suntien.com,ir@suntien.com,0311-85516363,天然气销售业务及风力发电业务。,对风能、太阳能、核能等新能源项目的投资，对电力环保设备制造项目的投资，对天然气、液化天然气、压缩天然气、煤制气、煤层气开发利用项目的投资（以上范围属于国家限制类或淘汰类的项目除外）；新能源、清洁能源技术开发、技术服务、技术咨询。
cn_600886,国投电力,D44,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,上海,国投电力控股股份有限公司,1996/1/18 0:00,北京,北京市,朱基伟,北京市西城区西直门南小街147号楼11层1108,www.sdicpower.com,gtdl@sdicpower.com,010-88006378,投资建设、经营管理以电力生产为主的能源项目；开发及经营新能源项目、高新技术、环保产业；开发和经营电力配套产品及信息、咨询服务,投资建设、经营管理以电力生产为主的能源项目；开发及经营新能源项目、高新技术、环保产业；开发和经营电力配套产品及信息、咨询服务。
cn_002039,黔源电力,D44,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,深圳,贵州黔源电力股份有限公司,2005/3/3 0:00,贵州,贵阳市,罗涛,贵州省贵阳市南明区都司高架桥路46号(黔源大厦),www.gzqydl.cn,qydl@gzqydl.cn,0851-85218808,水力发电站（厂）的开发建设与经营管理。,投资、开发、经营水、火电站及其他电力工程；电力、热力产品购销及服务，配电网投资及经营，合同能源管理和节能咨询服务；水电工程项目管理及工程技术咨询；为电力行业服务的各种机电设备及原材料；水工机械安装、维修以及有关的第三产业。
cn_000669,ST金鸿,D45,电力、热力、燃气及水生产和供应业,燃气生产和供应业,深圳,金鸿控股集团股份有限公司,1996/12/10 0:00,吉林,吉林市,王议农,吉林省吉林市高新区恒山西路108号,www.spjhe.com,jhkg669@163.com,010-82809445-8018、010-64255501-8222,天然气综合利用业务、环保工程服务业务。,能源开发利用；资产经营管理、投资咨询、技术开发与咨询服务、国内批发与零售贸易；高新技术推广服务和高科技产品产业化投资合作业务；计算机软件及硬件生产、销售；日用百货、化工产品（不含化学危险品及易制毒化学品）、建筑材料（木材除外）购销；电化学环保产品、网络及软件开发、生产、销售和服务；电子产品、光电子产品生产、销售；建筑材料（木材除外）、金属材料、机电产品（小轿车除外）批发零售；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外；企业自有资金对外投资；公司自有房产、设备对外租赁。
cn_601158,重庆水务,D46,电力、热力、燃气及水生产和供应业,水的生产和供应业,上海,重庆水务集团股份有限公司,2010/3/29 0:00,重庆,重庆市,郑如彬,重庆市渝中区龙家湾1号,www.cncqsw.com,swjtdsb@cqswjt.com,023-63860827,自来水销售、污水处理服务,一般项目：从事城镇给排水项目的投资、经营及建设管理；从事城镇给排水相关市政基础设施项目建设、运营及管理；给排水设备制造、安装及维护；给排水工程设计及技术咨询服务；水环境综合治理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
cn_601199,江南水务,D46,电力、热力、燃气及水生产和供应业,水的生产和供应业,上海,江苏江南水务股份有限公司,2011/3/17 0:00,江苏,无锡市,华锋,江苏省江阴市滨江扬子江路66号,www.jsjnsw.com,master@jsjnsw.com,0510-86276771,自来水的制售、自来水排水及相关水处理业务。,自来水制售；自来水排水及相关水处理业务；供水工程的设计及技术咨询；水质检测；水表计量检测；对公用基础设施行业进行投资。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_601368,绿城水务,D46,电力、热力、燃气及水生产和供应业,水的生产和供应业,上海,广西绿城水务股份有限公司,2015/6/12 0:00,广西,南宁市,黄东海,广西壮族自治区南宁市青秀区桂雅路13号,www.gxlcwater.com,crystal@gxlcwater.com,0771-4851348,自来水生产供应及污水处理业务。,自来水的生产和销售、给排水设施的建设及运营；生活污水处理；给排水电气自动化和信息的技术咨询、技术开发、技术转让、技术培训、技术服务；水质检测（仅供监测站使用）、管道听漏、检漏、修漏。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
cn_600917,重庆燃气,D45,电力、热力、燃气及水生产和供应业,燃气生产和供应业,上海,重庆燃气集团股份有限公司,2014/9/30 0:00,重庆,重庆市,王颂秋,重庆市江北区鸿恩路7号,www.cqgas.cn,dbcqgas@163.com,023-67952837,城市燃气供应以及燃气设施设备的安装服务。,燃气供应、输、储、配、销售及管网的设计、制造、安装、维修、销售、管理及技术咨询（凭相应资质和许可经营），区域供热、供冷、热电联产的供应；燃气高新技术开发，管材防腐加工，燃气具销售。自备货车经国家铁路过轨运输（按许可证核定的事项及期限从事经营），代办货物运输（不含水路和航空货物运输代理），代办货物储存（不含危险化学品）；货物进出口。（经营范围涉及许可、审批经营的，须办理相应许可、审批手续后方可经营）。
cn_601009,南京银行,J66,金融业,货币金融服务,上海,南京银行股份有限公司,2007/7/19 0:00,江苏,南京市,胡升荣,江苏省南京市中山路288号,www.njcb.com.cn,boardoffice@njcb.com.cn,025-86775067,吸收公众存款；发放短期、中期和长期贷款；办理国内结算；办理票据承兑与贴现；发行金融债券；代理发行、代理承兑、承销政府债券；买卖政府债券、金融债券；从事同业拆借；买卖、代理买卖外汇；从事银行卡业务；提供信用证服务及担保；代理收付款项及代理保险业务；提供保管箱服务；经中国银行业监督管理委员会批准的其他业务。,(一)吸收公众存款；(二)发放短期、中期和长期贷款；(三)办理国内外结算；(四)办理票据承兑与贴现；(五)发行金融债券；(六)代理发行、代理兑付、承销政府债券；(七)买卖政府债券、金融债券；(八)从事同业拆借；(九)买卖、代理买卖外汇；(十)从事银行卡业务；(十一)提供信用证服务及担保；(十二)代理收付款项及代理保险业务；(十三)提供保管箱服务；(十四)经中国银行业监督管理委员会批准的其他业务。
cn_601988,中国银行,J66,金融业,货币金融服务,上海,中国银行股份有限公司,2006/7/5 0:00,北京,北京市,刘连舸,北京市西城区复兴门内大街1号,www.boc.cn,bocir@bank-of-china.com,010-66596688,吸收人民币存款；发放短期、中期和长期贷款；办理结算；办理票据贴现；发行金融债券等等。,吸收人民币存款；发放短期、中期和长期贷款；办理结算；办理票据贴现；发行金融债券；代理发行、代理兑付、承销政府债券；买卖政府债券；从事同业拆借；提供信用证服务及担保；代理收付款项及代理保险业务；提供保管箱服务；外汇存款；外汇贷款；外汇汇款；外币兑换；国际结算；同业外汇拆借；外汇票据的承兑和贴现；外汇借款；外汇担保；结汇、售汇；发行和代理发行股票以外的外币有价证券；买卖和代理买卖股票以外的外币有价证券；自营外汇买卖；代客外汇买卖；外汇信用卡的发行和代理国外信用卡的发行及付款；资信调查、咨询、见证业务；组织或参加银团贷款；国际贵金属买卖；海外分支机构经营当地法律许可的一切银行业务；在港澳地区的分行依据当地法令可发行或参与代理发行当地货币；经中国银行业监督管理委员会等监管部门批准的其他业务。
cn_000046,泛海控股,J69,金融业,其他金融业,深圳,泛海控股股份有限公司,1994/9/12 0:00,北京,北京市,栾先舟,北京市东城区建国门内大街28号民生金融中心C座22层,www.fhkg.com,dsh@fhkg.com,010-85259601、010-85259602,金融业务、房地产业务、战略投资业务,投资及投资管理；资产管理；经营房地产业务及物业管理；自有物业租赁；企业管理咨询；销售建筑材料、装饰材料、机械设备。
cn_601099,太平洋,J67,金融业,资本市场服务,上海,太平洋证券股份有限公司,2007/12/28 0:00,云南,昆明市,李长伟,云南省昆明市北京路926号同德广场写字楼31楼,www.tpyzq.com,tpy@tpyzq.com,0871-68885858,证券承销和上市推荐、证券自营买卖、证券代理买卖等业务,证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券自营；证券承销与保荐；证券资产管理；证券投资基金销售；代销金融产品；融资融券；中国证监会批准的其他业务。
cn_002736,国信证券,J67,金融业,资本市场服务,深圳,国信证券股份有限公司,2014/12/29 0:00,广东,深圳市,张纳沙,广东省深圳市罗湖区红岭中路1012号国信证券大厦十六层至二十六层,www.guosen.com.cn,ir@guosen.com.cn,0755-82130188,从事证券经纪、投资银行、证券自营、资产管理和资本中介等业务。,证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；融资融券；证券投资基金代销；金融产品代销；为期货公司提供中间介绍业务；证券投资基金托管；股票期权做市。
cn_600864,哈投股份,J67,金融业,资本市场服务,上海,哈尔滨哈投投资股份有限公司,1994/8/9 0:00,黑龙江,哈尔滨市,赵洪波,黑龙江省哈尔滨市南岗区昆仑商城隆顺街27号,,sbrd27@sohu.com,0451-51939831,投资，电力和热力生产供应。,实业投资、股权投资和投资咨询，电力、热力生产和供应。
cn_600926,杭州银行,J66,金融业,货币金融服务,上海,杭州银行股份有限公司,2016/10/27 0:00,浙江,杭州市,陈震山,浙江省杭州市下城区庆春路46号,www.hzbank.com.cn,ir@hzbank.com.cn,0571-85064656,金融服务及其相关业务。,(一)吸收公众存款；(二)发放短期、中期和长期贷款；(三)办理国内外结算；(四)办理票据承兑与贴现；(五)发行金融债券；(六)代理发行、代理兑付、承销政府债券；(七)买卖政府债券、金融债券；(八)从事同业拆借；(九)买卖、代理买卖外汇；(十)从事银行卡业务；(十一)提供信用证服务及担保；(十二)代理收付款项及代理保险业务；(十三)提供保管箱服务；(十四)经中国人民银行批准，经营结汇、售汇业务；(十五)经银行业监督管理机构批准的其他业务。
cn_601198,东兴证券,J67,金融业,资本市场服务,上海,东兴证券股份有限公司,2015/2/26 0:00,北京,北京市,魏庆华,北京市西城区金融大街5号（新盛大厦）12、15层,www.dxzq.net,dshms@dxzq.net.cn,010-66555171,从事证券经纪、投资银行、资产管理、自营、另类投资业务、信用交易、期货、直接投资等业务。,证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；融资融券；证券投资基金销售；代销金融产品；保险兼业代理。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）
cn_600901,江苏租赁,J66,金融业,货币金融服务,上海,江苏金融租赁股份有限公司,2018/3/1 0:00,江苏,南京市,熊先根,江苏省南京市建邺区嘉陵江东街99号金融城1号楼8-9、11-19、25-33层,www.jsleasing.cn,info@jsleasing.cn,025-86816906,融资租赁业务。,（一）融资租赁业务；（二）转让和受让融资租赁资产；（三）固定收益类证券投资业务；（四）接受承租人的租赁保证金；（五）吸收非银行股东3个月（含）以上定期存款；（六）同业拆借；（七）向金融机构借款；（八）境外借款；（九）租赁物变卖及处理业务；（十）经济咨询；（十一）中国银行保险监督管理委员会批准的其他业务。
cn_601236,红塔证券,J67,金融业,资本市场服务,上海,红塔证券股份有限公司,2019/7/5 0:00,云南,昆明市,沈春晖,云南省昆明市北京路155号附1号,www.hongtastock.com,investor@hongtastock.com,0871-63577113,证券经纪、证券自营、证券承销与保荐；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券资产管理；融资融券；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品业务。,证券经纪、证券自营、证券承销与保荐；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券资产管理；融资融券；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品业务。
cn_002423,中粮资本,J69,金融业,其他金融业,深圳,中粮资本控股股份有限公司,2010/6/3 0:00,河南,焦作市,孙彦敏,河南省济源市承留镇小寨村,www.cofco-capital.com,cofcocapital@cofco.com,010-85017079,信托、保险、期货、银行等金融业务。,投资与资产管理；企业管理；投资策划及咨询服务；国内贸易及进出口业务；设备及房屋租赁；电子商务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_300033,同花顺,J69,金融业,其他金融业,深圳,浙江核新同花顺网络信息股份有限公司,2009/12/25 0:00,浙江,杭州市,易峥,浙江省杭州市余杭区五常街道同顺街18号,www.10jqka.com.cn,myhexin@myhexin.com,0571-88852766,为各类机构客户提供软件产品和系统维护服务、金融数据服务、智能推广服务，为个人投资者提供金融资讯和投资理财分析工具。,第二类增值电信业务中的信息服务业务（凭有效《中华人民共和国增值电信业务经营许可证》经营）。计算机、电子产品的技术开发、技术服务、成果转让，计算机软硬件的销售，设计、制作、发布、代理国内各类广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_000567,海德股份,J69,金融业,其他金融业,深圳,海南海德资本管理股份有限公司,1994/5/25 0:00,海南,海口市,王广西,海南省海口市海德路5号,www.000567.com,haide@hd-amc.cn,0898-66978322、0898-60318885,不良资产收购重组业务、收购处置业务、不良资产ABS业务。,资本运作及管理；投融资研究、咨询；企业重组、并购经营业务。（一般经营项目自主经营，许可经营项目凭相关许可证或者批准文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
cn_000563,陕国投Ａ,J69,金融业,其他金融业,深圳,陕西省国际信托股份有限公司,1994/1/10 0:00,陕西,西安市,薛季民,陕西省西安市高新区科技路50号金桥国际广场C座,www.siti.com.cn,sgtdm@siti.com.cn,029-81870262,信托业务、固有业务和投资顾问等中介业务。,（一）资金信托；（二）动产信托；（三）不动产信托；（四）有价证券信托；（五）其他财产或财产权信托；（六）作为投资基金或者基金管理公司的发起人从事投资基金业务；（七）经营企业资产的重组、购并及项目融资、公司理财、财务顾问等业务；（八）受托经营国务院有关部门批准的证券承销业务；（九）办理居间、咨询、资信调查等业务；（十）代保管及保管箱业务；（十一）存放同业、拆放同业、贷款、租赁、投资方式运用固有财产；（十二）以固有财产为他人提供担保；（十三）从事同业拆借；（十四）法律法规规定或中国银行业监督管理委员会批准的其他业务。
cn_000564,*ST大集,F52,批发和零售业,零售业,深圳,供销大集集团股份有限公司,1994/1/10 0:00,陕西,西安市,杜小平,陕西省西安市解放路103号,www.gongxiaodaji.com,000564@ccoop.com.cn,029-87363588,百货的零售与批发。,许可经营项目：预包装食品兼散装食品；乳制品（含婴幼儿配方乳粉）批发兼零售；卷烟、雪茄烟的零售。仓储服务；文化娱乐服务；旅馆；理发美容；浴池；洗染；汽车清洗装潢；租赁；汽车出租；人力资源中介服务；饮食服务；互联网信息服务。一般经营项目：国内商业、物资供销业、日用百货、服装鞋帽、针纺织品、皮革制品、钟表眼镜、金银饰品、珠宝玉器、工艺品、文体用品、办公家具、家具、五金交电、家用电器、照相器材、运动器材、通讯器材、电子计算机及零件、化妆品、进口化妆品、洗涤用品的销售；服装干洗、服装加工销售；柜台租赁；物业管理；广告设计、制作、代理、发布；计算机软件开发、销售；企业管理咨询服务；机械制造；摄影服务；自营和代理各类商品及技术的进出口业务；日用品修理、机动车停车场。
cn_603353,和顺石油,F52,批发和零售业,零售业,上海,湖南和顺石油股份有限公司,2020/4/7 0:00,湖南,长沙市,赵忠,湖南省长沙市望城区月亮岛街道潇湘北路二段8号,www.hnhsjt.com,zengyue@hnhsjt.com,0731-89708656,成品油批发、零售。,不带有储存设施经营汽油、柴油[闭杯闪点≤60℃]、溶剂油[闭杯闪点≤60℃]（按许可证核定的期限和范围从事经营）；带有储存设施经营汽油、柴油（限分支机构凭许可证经营）；便利店零售；销售预包装食品、散装食品、乳制品（不含婴幼儿配方乳粉）、宠物系列食品及日用品、营养和保健食品、日用百货、家用电器及电子产品、国产酒类、进口酒类、燃料油、润滑油、石脑油（以上非成品油）、化工原料及产品（不含危险及监控化学品）；餐饮服务；卷烟、雪茄烟零售（分支机构经营）；汽车加气站经营；汽车美容、洗车、保养以及配件销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_603719,良品铺子,F52,批发和零售业,零售业,上海,良品铺子股份有限公司,2020/2/24 0:00,湖北,武汉市,杨红春,湖北省武汉市东西湖区走马岭革新大道8号,www.517lppz.com,dongban@lppz.com,027-85793003,公司主要从事休闲食品的研发、采购、销售和运营业务。,以连锁店、商业特许、网络等方式从事：散装食品（含冷藏冷冻食品，含散装熟食）、预包装食品（含冷藏冷冻食品）、特殊食品（保健品、婴幼儿配方乳粉、其他婴幼儿配方食品）、蔬菜、干鲜果品、花卉、日用百货、农产品、农副产品（不含稻谷、小麦、玉米的收购、批发）的批发零售；热食类食品（含半成品类食品）；糕点类食品（含裱花类食品）；自制饮品（含自制生鲜乳饮品）、冷食类食品、生食类食品（含肉制品、生海鲜食品）的制售；食品分装加工；仓储服务、场地出租。（涉及许可经营项目，应取得相关部门许可后方可经营）
cn_000757,浩物股份,F52,批发和零售业,零售业,深圳,四川浩物机电股份有限公司,1997/6/27 0:00,四川,内江市,颜广彤,四川省内江市市中区汉渝大道1558号,hwgf757.com,hwgf757@hwgf757.com,028-63286976,多缸发动机曲轴的研发、制造与销售。,销售：汽车（不含九座以下乘用车）、工程机械、电子设备、金属材料、汽车装饰材料、农用机械、机电产品；二手车收购、销售；汽车、机械设备租赁；汽车保养技术咨询服务；制造、销售：柴油机、柴油机发电机组、柴油机配件、农用三轮车、农用四轮车、汽车配件、摩托车、筑路机械及以柴油机为动力的农用机械、柴油机零配件的加工、生产、批发、零售及代购代销；制造、销售：集成电路、晶元、电脑及附属设备、电脑软件技术开发及晶元研发、检测；出口本企业自产的计算机显示器、计算机网络产品、计算机外部设备、机械成套设备及相关技术；制造和销售塑料制品；建筑工程施工及建筑装饰施工；批发与零售建筑材料、五金（不含消防器材）、化工产品（不含危险化学品及易制毒化学品）；批发煤炭及其制品、铁矿石、铁矿粉；经营各类商品及技术进出口业务（但国家限定或禁止进出口的商品及技术除外，法律、法规规定许可经营的各类商品和技术，凭许可证经营）。（以上经营范围依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_002091,江苏国泰,F51,批发和零售业,批发业,深圳,江苏国泰国际集团股份有限公司,2006/12/8 0:00,江苏,苏州市,张子燕,江苏省张家港市国泰时代广场11-24楼,www.gtig.com,office@gtig.com,0512-58696853,供应链服务和化工新能源业务。,国内贸易；自营和代理各类商品及技术的进出口业务；服装鞋帽、服饰、日用百货、针纺织品、皮革制品的生产加工及网络销售。对外派遣工程、生产及服-3-务行业所需的劳务人员（不含海员）、预包装食品批发与零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）（以工商局核定为准）
cn_000759,中百集团,F52,批发和零售业,零售业,深圳,中百控股集团股份有限公司,1997/5/19 0:00,湖北,武汉市,李军,湖北省武汉市江汉区江汉路129号,www.whzb.com,whzb@whzb.com,027-82814019,百货的零售与批发。,商业零售及商品的网上销售；农产品加工；日用工业品及塑料制品加工；经营和代理各类商品及技术的进出口业务（不含国家禁止或限制进出口的货物或技术）；对房地产业、对酒店餐饮业、对商务服务业、对软件业及对农业项目投资与资产管理；法律法规禁止的不得经营，须经审批的在批准后方可经营，法律法规未规定审批的，企业可自行开展经营活动。（以上经营范围中，国家有专项规定的凭许可证在核定的范围、期限内方可经营）
cn_002416,爱施德,F51,批发和零售业,批发业,深圳,深圳市爱施德股份有限公司,2010/5/28 0:00,广东,深圳市,黄文辉,广东省深圳市福田区泰然大道东泰然劲松大厦20F,www.aisidi.com,ir@aisidi.com,0755-21519976、0755-21519907,智能终端分销业务、金融及供应链服务业务、通信服务业务、智慧零售业务,投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；进出口业务（按深贸进准字第[2001]0629号文办理）；信息咨询（不含限制项目）；移动通讯、电子产品及有关配套产品的购销与代理；信息咨询与技术服务；计算机软硬件的技术开发，计算机及配件、五金交电、机械设备、通信器材、无线设备、数码产品的购销；零售连锁；供应链管理(以上项目法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；信息服务业务（仅限互联网信息服务业务）；移动通信转售业务；二类医疗器械销售。
cn_000705,浙江震元,F51,批发和零售业,批发业,深圳,浙江震元股份有限公司,1997/4/10 0:00,浙江,绍兴市,吴海明,浙江省绍兴市越城区稽山街道延安东路558号,www.zjzy.com,000705@zjzy.com,0575-85144161、0575-85139563,药品及医疗器械。,药品的批发（范围详见《药品经营许可证》），预包装食品兼散装食品及乳制品（含婴幼儿配方乳粉，凭《食品经营许可证》经营），中药饮片的生产（限分支机构凭有效许可证经营）。食用农产品、医疗器械、化学试剂、玻璃仪器、兽药、饲料添加剂、化工原料及产品（不含危险品及易制毒化学品）、五金交电、健身器械、化妆品、日用百货的销售，商务咨询服务，房屋及机械设备的租赁服务，会议服务，展览服务，仓储服务（不含危险品），农副产品的收购，消毒用品的销售，增值电信业务服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
